item_id,item_name,item_level,item_slot,weapon_or_ammo_type,era,era_evidence,configuration_source,modifier_or_script_source,profile_family,profile_source,field_classifications,active_call_path,proc_type,subeffect,proc_chance,proc_policy,level_correction,base_power_policy,accuracy_or_skill_basis,governing_stat_or_dstat,mab_policy,multiplier_policies,resistance_mode,element,damage_type,potency_or_damage,duration,status_effect,immunity_handling,nullification_handling,absorb_handling,message_id,special_target_or_nm_rule,level_sync_behavior,current_handler,handler_reachable,automated_test_reference,evidence_sources,evidence_confidence,current_classification,unresolved_questions
12853,war_brais,70,LEGS,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:14413;sql/item_mods.sql:14414;sql/item_mods.sql:14415,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,FIRE_DAMAGE,20,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,15,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
12880,ogre_trousers,70,LEGS,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:14549;sql/item_mods.sql:14550;sql/item_mods.sql:14551,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,ICE_DAMAGE,20,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,15,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
12946,suzakus_sune-ate,75,FEET,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:14816;sql/item_mods.sql:14817;sql/item_mods.sql:14818,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,FIRE_DAMAGE,20,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,20,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
13705,ogre_jerkin,70,BODY,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:17964;sql/item_mods.sql:17965;sql/item_mods.sql:17966,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,ICE_DAMAGE,25,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,20,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
13771,war_aketon_+1,70,BODY,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:18414;sql/item_mods.sql:18415;sql/item_mods.sql:18416,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,FIRE_DAMAGE,30,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,30,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
13782,ninja_chainmail,58,BODY,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:18525;sql/item_mods.sql:18526;sql/item_mods.sql:18527,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,FIRE_DAMAGE,25,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,25,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
13920,wyvern_helm,75,HEAD,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:19244;sql/item_mods.sql:19245;sql/item_mods.sql:19246,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,FIRE_DAMAGE,15,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,20,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
13921,wyvern_helm_+1,75,HEAD,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:19253;sql/item_mods.sql:19254;sql/item_mods.sql:19255,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,FIRE_DAMAGE,20,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,25,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
13925,rasetsu_jinpachi,72,HEAD,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:19281;sql/item_mods.sql:19282;sql/item_mods.sql:19283,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,FIRE_DAMAGE,15,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,20,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
13926,rasetsu_jinpachi_+1,72,HEAD,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:19289;sql/item_mods.sql:19290;sql/item_mods.sql:19291,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,FIRE_DAMAGE,20,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,25,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14238,war_brais_+1,70,LEGS,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:21065;sql/item_mods.sql:21066;sql/item_mods.sql:21067,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,FIRE_DAMAGE,25,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,25,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14279,ogre_trousers_+1,70,LEGS,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:21265;sql/item_mods.sql:21266;sql/item_mods.sql:21267,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,ICE_DAMAGE,25,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,20,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14299,rasetsu_hakama,72,LEGS,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:21381;sql/item_mods.sql:21382;sql/item_mods.sql:21383,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,ICE_DAMAGE,20,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,15,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14300,rasetsu_hakama_+1,72,LEGS,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:21389;sql/item_mods.sql:21390;sql/item_mods.sql:21391,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,ICE_DAMAGE,25,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,20,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14321,igqira_lappas,73,LEGS,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:21537;sql/item_mods.sql:21538;sql/item_mods.sql:21539,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,EARTH_DAMAGE_OR_CURSE_SPIKES,10,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,0,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14322,genie_lappas,73,LEGS,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:21545;sql/item_mods.sql:21546;sql/item_mods.sql:21547,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,EARTH_DAMAGE_OR_CURSE_SPIKES,11,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,0,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14366,ogre_jerkin_+1,70,BODY,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:21777;sql/item_mods.sql:21778;sql/item_mods.sql:21779,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,ICE_DAMAGE,30,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,25,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14376,rasetsu_samue,72,BODY,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:21847;sql/item_mods.sql:21848;sql/item_mods.sql:21849,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,LIGHTNING_DAMAGE,25,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,15,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14377,rasetsu_samue_+1,72,BODY,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:21855;sql/item_mods.sql:21856;sql/item_mods.sql:21857,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,LIGHTNING_DAMAGE,30,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,20,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14420,igqira_weskit,73,BODY,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:22117;sql/item_mods.sql:22118;sql/item_mods.sql:22119,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,EARTH_DAMAGE_OR_CURSE_SPIKES,15,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,0,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14421,genie_weskit,73,BODY,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:22126;sql/item_mods.sql:22127;sql/item_mods.sql:22128,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,EARTH_DAMAGE_OR_CURSE_SPIKES,16,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,0,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
14485,ninja_chainmail_+1,74,BODY,EQUIPMENT,ERA_UNRESOLVED,No introduction-era metadata exists in active repository item tables,SQL_MODIFIERS,sql/item_mods.sql:22478;sql/item_mods.sql:22479;sql/item_mods.sql:22480,,,,melee reaction -> battleutils::HandleSpikesDamage -> HandleSpikesEquip,EQUIPMENT_SPIKES,LIGHTNING_DAMAGE,25,,,,N/A,N/A,,,NONE_OR_HANDLER_SPECIFIC,,N/A,25,,,HANDLER_SPECIFIC,HANDLER_SPECIFIC,HANDLER_SPECIFIC,FAMILY_DEFAULT_OR_SCRIPT_RETURN,NONE_RECORDED,GetScaledItemModifier returns zero for unsupported synced mods,CXX_EQUIPMENT_SPIKES,YES,,,HIGH_FRAMEWORK_LOW_RETAIL_NUMERICS,VERIFY_LIVE,equipment auto-spikes retail formula
